5000000,2661.133333333333,7.712474235199188E7
7500000,4398.0,1.1872810183879904E8
10000000,6275.333333333333,1.611809565095832E8
12500000,7186.8,2.0426549002840662E8
15000000,10817.0,2.4785341138599727E8
